,id,joined,kind,link,location,market,name,pitch,raised,size,stage,website
52,12333,Apr ’13,Startup,https://angel.co/company/achieved,Amsterdam,Human Resources,Achieved,"
Share & discover the best activities for lifelong learning
","$100,000",1-10,Seed,achieved.co
53,185,Jul ’13,Startup,https://angel.co/company/acompli,San Francisco,SaaS,Acompli,"
Acompli allows professionals to take more action with email on mobile.
","$207,300,000",11-50,Acquired,acompli.com
54,3311,Jan ’14,Startup,https://angel.co/company/acorales,Irvine,Fitness,Acorales,"
Fitness and Health
","$10,000",1-10,Seed,Wandri.com
55,3277,Apr ’12,Startup,https://angel.co/company/acrinta,Pittsburgh,Corporate Wellness,Acrinta,"
Employee Wellness: Making it easier to live better
","$130,000",1-10,Seed,acrinta.com
56,11692,Jun ’16,Startup,https://angel.co/company/actifio,Waltham,Virtualization,Actifio,"
Radically simple copy data storage
","$207,500,000",51-200,,actifio.com
57,7304,Mar ’14,Startup,https://angel.co/company/action-gunners-technologies,Bengaluru,Crowdsourcing,Action Gunners Technologies,"
Play the Change: Social impact, Brand engagement, Gamification, Real Reward
","$67,000",1-10,Seed,ipunch.in
58,12763,Feb ’15,Startup,https://angel.co/company/active-global-specialised-caregivers,Singapore,Hong Kong,Active Global Specialised Caregivers,"
Professional, Affordable Home Care in Asia
","$900,000",51-200,Seed,activeglobalcaregiver.com
59,11690,Oct ’14,Startup,https://angel.co/company/active-network-1,San Diego,Transaction Processing,Active Network,"
The Leader in Activity and Participant Management Solutions
","$213,900,000",1001-5000,IPO,activenetwork.com
60,2805,Feb ’14,Startup,https://angel.co/company/activecampaign,Chicago,Small and Medium Businesses,ActiveCampaign,"
Email & marketing automation designed for small businesses.
","$20,000,000",201-500,,activecampaign.com
61,12815,Mar ’13,Startup,https://angel.co/company/activeprotective-1,Philadelphia,Medical Devices,ActiveProtective,"
Preventing hip fractures in the elderly
","$600,000",1-10,Seed,activeprotective.com
62,4732,Sep ’12,Startup,https://angel.co/company/actively-learn,Seattle,Universities,Actively Learn,"
E-reading platform for education
","$900,000",1-10,Acquired,activelylearn.com
63,9142,Apr ’12,Startup,https://angel.co/company/activityhero,Sunnyvale,Small and Medium Businesses,ActivityHero,"
Marketplace for After School Activities & Camps
","$2,450,000",11-50,Seed,activityhero.com
64,12828,Feb ’11,Startup,https://angel.co/company/actualmeds,East Hartford,Medication Adherence,ActualMeds,"
Medication Reconciliation at Point of Care
","$550,000",1-10,,actualmeds.com
65,9297,Oct ’13,Startup,https://angel.co/company/actualog,Menlo Park,B2B,Actualog,"
Aсtualog - Social PIM
","$200,000",1-10,Seed,actualog.com
66,3201,Mar ’13,Startup,https://angel.co/company/acupera,San Francisco,Health Care Information Technology,Acupera,"
Population Health Platform
","$4,000,000",11-50,Series A,acupera.com
67,3998,Jul ’11,Startup,https://angel.co/company/adlemons,Valencia,Social Media Platforms,AdLemons,"
Influencer & Content Marketing Platform
","$31,400,000",1-10,-,adlemons.com
68,4084,May ’12,Startup,https://angel.co/company/adrev,Los Angeles,Digital Media,AdRev,"
YouTube Copyright Administration and Monetization Specialists
","$25,000,000",11-50,Acquired,adrev.net
69,9932,Nov ’13,Startup,https://angel.co/company/adroxx,San Jose,-,AdRoxx,"
Innovative geo-targeted based Outdoor Advertising Company
","$500,000",1-10,Seed,adroxx.com
70,2836,May ’12,Startup,https://angel.co/company/adstage,San Francisco,Advertising Platforms,AdStage,"
Connecting the Paid Marketer to the Data That They Need
","$13,800,000",11-50,Series A,adstage.io
71,357,Jun ’12,Startup,https://angel.co/company/addvocate,San Francisco,Social Media Platforms,Addvocate,"
An employee coordination & advocacy platform for the enterprise
","$2,399,000",11-50,Acquired,addvocate.com
72,13135,Sep ’12,Startup,https://angel.co/company/adelphic,Waltham,Ad Targeting,Adelphic,"
Adelphic is a leading mobile demand side platform
","$12,000,000",11-50,Series A,adelphic.com
73,7159,Jan ’13,Startup,https://angel.co/company/adept-cloud-1,San Mateo,File Sharing,Adept Cloud,"
The On-Premise, Unlimited Dropbox
","$1,015,000",1-10,Acquired,adeptcloud.com
74,2897,Oct ’12,Startup,https://angel.co/company/admedo,London,Mobile Advertising,Admedo,"
Programmatic Advertising Platform (DSP) 
","$8,000,000",11-50,Series A,admedo.com
75,11415,Oct ’13,Startup,https://angel.co/company/admittedly,New York City,College Recruiting,Admittedly,"
Find your dream school. Get accepted. 
","$1,855,000",1-10,,admittedly.com
76,11054,Mar ’13,Startup,https://angel.co/company/adore-me,New York City,Lingerie,Adore Me,"
","$11,500,000",51-200,Series A,adoreme.com
77,3047,Feb ’15,Startup,https://angel.co/company/adored,Manchester,Brand,Adored,"
Increase lifetime value with the Adored loyalty experience.
","$2,300,000",11-50,Seed,adored.com
78,12629,Apr ’11,Startup,https://angel.co/company/adverseevents,Santa Rosa,SaaS,Advera Health Analytics,"
gold standard resource for drug safety knowledge and insight
","$2,965,000",11-50,Series A,adverahealth.com
79,13136,Nov ’12,Startup,https://angel.co/company/aegis-mobility,Vancouver,Location Based Services,Aegis Mobility,"
Offers the industry's broadest portfolio of products to address distracted driving
","$12,332,500",11-50,Series A,aegismobility.com
80,536,May ’12,Startup,https://angel.co/company/aentropico,Rio de Janeiro,Small and Medium Businesses,Aentropico,"
Data Science for Retail Decision Makers
","$65,000",1-10,Seed,aentropi.co
81,236,Jan ’14,Startup,https://angel.co/company/aerofs,Palo Alto,File Sharing,AeroFS by Redbooth,"
Private Cloud Collaboration for the Enterprise
","$15,700,000",11-50,Series B,aerofs.com
82,12489,Jan ’12,Startup,https://angel.co/company/aethon,Pittsburgh,Healthcare,Aethon,"
","$21,214,377",51-200,-,aethon.com
83,3362,Jun ’12,Startup,https://angel.co/company/aevi-1,San Francisco,Families,Aevi,"
Social Media with Meaning
","$11,076,000",1-10,,aevi.is
84,11944,Feb ’16,Startup,https://angel.co/company/affinityinc,San Francisco,Venture Capital,Affinity,"
Relationship Intelligence
","$40,000,000",51-200,Series B,affinity.co
85,12884,Sep ’13,Startup,https://angel.co/company/affirmed-networks,Acton,Networking,Affirmed Networks,"
Leading the new wireless era
","$117,000,000",51-200,Series A,affirmednetworks.com
86,2501,Aug ’12,Startup,https://angel.co/company/afterschool,San Francisco,Location Based Services,After School,"
Replacing Facebook for Teens 
","$17,400,000",11-50,Series A,afterschoolapp.com
87,2263,Feb ’12,Startup,https://angel.co/company/aftership,Hong Kong,Developer APIs,AfterShip,"
Winning customer loyalty with shipping & returns tracking APIs
","$1,000,000",51-200,Series A,aftership.com
88,2227,Nov ’11,Startup,https://angel.co/company/aglocal,San Francisco,Business Services,AgLocal,"
curated boxes of meat from trusted family farms
","$2,300,000",1-10,-,aglocal.com
89,13495,Apr ’14,Startup,https://angel.co/company/agsquared,Washington DC,SaaS,AgSquared,"
Enterprise platform for global agriculture
","$1,200,000",1-10,Seed,agsquared.com
90,11954,Jun ’13,Startup,https://angel.co/company/agari,San Mateo,Data Security,Agari,"
Agari helps companies implement DMARC & analyzes email data to prevent phishing attacks.
","$37,000,000",11-50,Series C,agari.com
91,2927,Jan ’14,Startup,https://angel.co/company/agent-ace,Santa Monica,Big Data Analytics,Agent Ace,"
Helping consumers find the one real estate agent who's best for their home
","$6,000,000",11-50,Acquired,agentace.com
92,621,Mar ’12,Startup,https://angel.co/company/agilemd,San Francisco,Health Care Information Technology,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools.
","$2,500,000",1-10,Seed,agilemd.com
93,7234,Aug ’12,Startup,https://angel.co/company/agorapulse,San Francisco,Social Media,AgoraPulse,"
Social Media Management and CRM platform
","$300,000",11-50,Seed,agorapulse.com
94,368,Feb ’14,Startup,https://angel.co/company/agronomic-technology,-,Sustainability,Agronomic Technology,"
Recommendation Engine for Agriculture
","$2,200,000",1-10,Series A,adapt-n.com
95,10955,Feb ’13,Startup,https://angel.co/company/ahalife,New York City,Retail Technology,Ahalife,"
Curated Luxury Marketplace
","$32,200,000",11-50,IPO,ahalife.com
96,2403,Mar ’12,Startup,https://angel.co/company/ahonya,Accra,Consumer Electronics,Ahonya,"
The Amazon.com of Ghana
","$140,000",11-50,Seed,ahonya.com
97,6010,Jan ’15,Startup,https://angel.co/company/airpos,Belfast,Europe,AirPOS,"
Multi-channel POS and Payments for Retailers
","$786,213",1-10,Seed,airpointofsale.com
98,3599,Dec ’12,Startup,https://angel.co/company/airpersons-1,Madrid,,AirPersons,"
The world´s largest directory of professionals for online video chat services.
","$350,000",1-10,Seed,airpersons.com
99,2233,Aug ’12,Startup,https://angel.co/company/airservice,Sydney,Mobile Commerce,AirService,"
Vision Accomplished
","$2,000,000",11-50,Seed,airservice.com
100,328,May ’15,Startup,https://angel.co/company/aira,San Diego,Assisitive Technology,Aira,"
Visual Interpreter
","$4,080,000",11-50,Seed,aira.io
101,11939,Feb ’14,Startup,https://angel.co/company/aircall,Paris,Telephony,Aircall,"
Business phone and call center software 
","$39,750,000",201-500,Series B,aircall.io
102,1274,Jun ’14,Startup,https://angel.co/company/aire,London,Algorithms,Aire,"
Re-inventing credit scoring 
","$2,000,000",11-50,,aire.io
103,10952,Aug ’12,Startup,https://angel.co/company/airtasker-1,Sydney,Location Based Services,Airtasker,"
Find people to help you around the home and office
","$33,000,000",51-200,Series C,airtasker.com
104,11812,Apr ’12,Startup,https://angel.co/company/airware,San Francisco,Unmanned Air Systems,Airware,"
End-to-end commercial drone solutions for the enterprise 
","$68,980,000",51-200,Series C,airware.com
105,12119,Oct ’13,Startup,https://angel.co/company/akamon-entertainment,Barcelona,Mobile Games,Akamon Entertainment,"
Social casino and traditional games with a local approach
","$4,600,000",51-200,-,akamon.com
106,478,Mar ’14,Startup,https://angel.co/company/akimbo-1,New York City,Nonprofits,Akimbo,"
Hiring Re-Imagined
","$470,000",1-10,,akimboconnect.com
107,13930,Jan ’16,Startup,https://angel.co/company/alan-25,Paris,Health and Insurance,Alan,"
Health insurance is only a start
","$86,300,000",51-200,Series B,alan.com
108,13362,Apr ’14,Startup,https://angel.co/company/alation,Redwood City,Developer Tools,Alation,"
Connecting people with the data they need
","$9,000,000",51-200,Series A,alation.com
109,13120,Dec ’13,Startup,https://angel.co/company/alert-media,Austin,Emergency Management,AlertMedia,"
Reinventing enterprise mass communications and monitoring
","$13,010,000",51-200,Series B,alertmedia.com
110,11697,Jan ’13,Startup,https://angel.co/company/algolia,San Francisco,Developer APIs,Algolia,"
Algolia is a search-as-a-service platform delivering digital experiences for companies.
","$184,000,000",51-200,Series C,algolia.com
111,2842,Mar ’13,Startup,https://angel.co/company/algorithmia,Seattle,Algorithms,Algorithmia,"
A marketplace and common API for algorithms, enabling AI in every application.
","$12,900,000",11-50,Series A,algorithmia.com
112,11318,Mar ’13,Startup,https://angel.co/company/all-campus,Chicago,College Recruiting,All Campus,"
Partnering with universities to expand enrollments in online programs
","$8,344,000",11-50,,allcampus.com
113,56,Mar ’14,Startup,https://angel.co/company/allclasses,Boston,,Allclasses,"
Search Engine for Online and Local Classes
","$1,500,000",1-10,Acquired,allclasses.com
114,9354,Oct ’13,Startup,https://angel.co/company/allea-solutions,Ottawa,Location Based Services,Allea Solutions,"
Social Discovery Hyper Local Advertisement Platform
","$25,000",1-10,Seed,alleasolutions.com
115,11478,Jun ’13,Startup,https://angel.co/company/allovue,Baltimore,Finance Technology,Allovue,"
Connecting every dollar in education to student success
","$800,000",1-10,Seed,allovue.com
116,13348,Feb ’16,Startup,https://angel.co/company/alloytech,Vancouver,Supply Chain Management,Alloy,"
Digital supply chain platform for teams that make, move, and sell products.
","$12,000,000",11-50,Series A,alloy.ai
117,4906,Aug ’12,Startup,https://angel.co/company/alminder,Palo Alto,Productivity Software,Alminder,"
Mobile, smart, contextual Calendaring
","$1,525,000",1-10,Seed,mynd.me
118,561,Apr ’13,Startup,https://angel.co/company/altlegal,Kansas City,Productivity Software,Alt Legal,"
Our software automatically creates, dockets, and analyzes IP filings.
","$40,000",11-50,,altlegal.com
119,11264,Jun ’16,Startup,https://angel.co/company/altschool-most-recent,San Francisco,Technology,AltSchool,"
","$108,000,000",51-200,,altschool.com
120,12022,Feb ’16,Startup,https://angel.co/company/altiscale,Palo Alto,Cloud Data Services,Altiscale,"
","$30,000,000",51-200,Series B,altiscale.com
121,11824,Oct ’15,Startup,https://angel.co/company/alto,San Francisco,Startups,Alto,"
Our mission is to be the world’s most patient-centric pharmacy.
","$73,000,000",201-500,Series C,alto.com
122,3109,May ’14,Startup,https://angel.co/company/altspacevr,-,Virtual Worlds,AltspaceVR,"
Social platform for virtual reality
","$15,500,000",11-50,Acquired,altvr.com
123,2545,Jul ’12,Startup,https://angel.co/company/always-prepped,Washington DC,K-12 Education,Always Prepped,"
Using Big Data To Change K-12 Education
","$1,300,000",1-10,Acquired,alwaysprepped.com
124,9236,Jan ’14,Startup,https://angel.co/company/american-bars,Los Angeles,Bars,American Bars,"
American Bars is a B2B (SAAS) Marketing Platform for Bars/Pubs with a B2C App.
","$600,000",1-10,Seed,americanbars.com
125,2950,Jun ’11,Startup,https://angel.co/company/amicus,San Francisco,Nonprofits,Amicus,"
Digital outreach & fundraising tools for nonprofits (YC S12)
","$3,780,000",11-50,Seed,amicushq.com
126,9345,Feb ’13,Startup,https://angel.co/company/amigo-da-cultura-1,Belo Horizonte,Classifieds,Amigo da Cultura,"
Social network niche
","$30,000",1-10,Seed,amigodacultura.com.br
127,208,Apr ’14,Startup,https://angel.co/company/amino-inc,San Francisco,Small and Medium Businesses,Amino,"
Amino is a healthcare financial wellness benefit for mid-sized and large employers.
","$46,150,000",11-50,Seed,amino.com
128,665,Nov ’13,Startup,https://angel.co/company/amino-apps,Shanghai,Interest Graph,Amino Apps,"
Your Interests...Times Infinity
","$72,350,000",51-200,Series C,AminoApps.com
129,12428,Sep ’12,Startup,https://angel.co/company/amiquo,Amsterdam,Content Discovery,Amiquo,"
Instagram for games. 
","$20,000",1-10,,amiquo.com
130,2797,Nov ’12,Startup,https://angel.co/company/amitree,San Francisco,Productivity Software,Amitree,"
Fix your inbox
","$22,148,000",1-10,Series B,amitree.com
131,5183,Jun ’13,Startup,https://angel.co/company/amoo-venture-capital-advisory,London,Small and Medium Businesses,Amoo Venture Capital Advisory,"
Trailblazing boutique firm which supports TMT start-ups with EM interest
","$32,000",1-10,Seed,amoo.co.uk
132,7396,Nov ’12,Startup,https://angel.co/company/amulyte,Mountain View,Medical Devices,Amulyte,"
Activity tracking & emergency response system for seniors
","$255,000",1-10,,amulyte.com
133,11694,Feb ’13,Startup,https://angel.co/company/anaplan,San Francisco,Cloud Computing,Anaplan,"
Anaplan Empowers Company to Act, Collaborate in Real Time
","$231,400,000",1001-5000,IPO,anaplan.com
134,11738,Oct ’13,Startup,https://angel.co/company/anaqua,Boston,Intellectual Property,Anaqua,"
Full lifecycle solution for IP management
","$129,000,000",201-500,Series C,anaqua.com
135,4608,Feb ’13,Startup,https://angel.co/company/anchanto,Singapore,E-Commerce Platforms,Anchanto,"
Ecommerce Selling and Logistic Platform
","$1,170,000",51-200,Series B,anchanto.com
136,3374,Dec ’15,Startup,https://angel.co/company/anchorfm,New York City,Audio,Anchor,"
The easiest way to create, share and interact with audio.
","$14,400,000",11-50,Acquired,anchor.fm
137,7314,Oct ’12,Startup,https://angel.co/company/anctu,-,Application Platforms,Anctu,"
Marketplace for socia media tools
","$30,000",1-10,Seed,anctu.com
138,1059,Oct ’10,Startup,https://angel.co/company/angaza-design,San Francisco,Emerging,Angaza,"
Software for selling life-changing products in underserved markets
","$14,500,000",51-200,Series B,angaza.com
139,2770,Mar ’11,Startup,https://angel.co/company/angellist,San Francisco,Startups,AngelList,"
We're the world’s largest startup community. We help startups change the world.
","$24,000,000",51-200,Series B,angel.co
140,3506,Oct ’12,Startup,https://angel.co/company/aniways,Tel Aviv-Yafo,Messaging,Aniways,"
Contextualized. personalized. monetized
","$1,140,000",11-50,Seed,aniways.com
141,12739,Aug ’13,Startup,https://angel.co/company/annexon-1,Palo Alto,Pharmaceuticals,Annexon,"
Innovative neurodegeneration therapeutics by targeting complement
","$1,167,000",1-10,Seed,gust.com
142,5928,Jul ’14,Startup,https://angel.co/company/antlos,Milan,Boating Industry,Antlos,"
Experience authentic yacht holidays with local Skippers around the world.
","$1,105,000",11-50,Acquired,antlos.com
143,7754,Jul ’12,Startup,https://angel.co/company/apartment-list,San Francisco,Rental Housing,Apartment List,"
Create a new chapter in renting.
","$103,000,000",51-200,Series C,apartmentlist.com
144,613,Aug ’15,Startup,https://angel.co/company/apervita,Chicago,,Apervita,"
","$18,000,000",,Series A,apervita.com
145,11873,Aug ’12,Startup,https://angel.co/company/apixio,San Mateo,Insurance,Apixio,"
Apixio's AI platform transforms disparate data into actionable knowledge in healthcare
","$53,401,348",51-200,Series D,apixio.com
146,3766,Dec ’12,Startup,https://angel.co/company/apozy,San Francisco,Enterprise Security,Apozy,"
Trusted Browsing Platform. Stop phishing and malware in the browser. 
","$1,400,000",1-10,Seed,apozy.com
147,11715,Feb ’13,Startup,https://angel.co/company/app-annie,San Francisco,App Stores,App Annie,"
Build a better app business.
","$140,000,000",201-500,Series E,appannie.com
148,765,Jun ’13,Startup,https://angel.co/company/app-in-the-air,Los Angeles,Social Travel,App in the Air,"
AI powered travel assistant
","$900,000",1-10,-,appintheair.mobi
149,3503,Jul ’12,Startup,https://angel.co/company/app-io,San Francisco,Mobile Advertising,App.io,"
Interactive streaming like never before.
","$1,180,000",1-10,Acquired,app.io
150,3158,Jun ’13,Startup,https://angel.co/company/appcell-mobile-advertising-solutions,Hod Hasharon,Mobile Advertising,AppCell Mobile Advertising Solutions,"
Better mobile monetization platform
","$60,000",1-10,Seed,appcellads.com
151,2694,Dec ’12,Startup,https://angel.co/company/appdirect,San Francisco,Developer APIs,AppDirect,"
The Leading Cloud Service Marketplace & Management Platform
","$246,000,000",201-500,Series D,appdirect.com
152,12165,Apr ’15,Startup,https://angel.co/company/appfollow,Helsinki,Mobile Games,AppFollow,"
All-in-one service to win in app stores, we're seeking a series A round
","$2,075,000",51-200,Seed,appfollow.io
153,7644,Jan ’13,Startup,https://angel.co/company/appgeek,Toronto,iPhone,AppGeek,"
App Discovery Based on Personality
","$15,000",1-10,Seed,appgk.com
154,2990,Aug ’11,Startup,https://angel.co/company/appgyver,Helsinki,Application Platforms,AppGyver,"
Next Gen Visual B2E / B2B App Development Platform
","$3,000,000",11-50,,appgyver.com
