,joined,kind,link,location,market,name,pitch,raised,size,stage,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric
2201,2017-01-01,Startup,https://angel.co/company/monsarrat,Cambridge,Mobile Games,Monsarrat,"
$160M exit founder makes AR Game Platform + eSports
",300000,11-50,Seed,monsarrat.com,2.9534246575342467,101576.99443413729,0,0,25.0
2202,2013-08-01,Startup,https://angel.co/company/montlee-productions,New York City,Digital Entertainment,MontLee Productions,"
The Consolidated Home For All Second Screen Engagement and Entertainment on the Web
",35000,1-10,Seed,Fantasy-RealityTV.com,6.375342465753425,5489.901160292221,0,0,5.0
2203,2012-01-01,Startup,https://angel.co/company/moo,London,Business Services,Moo,"
The world's most beautiful printed cards.
",10000000,201-500,Series A,moo.com,7.958904109589041,1256454.3889845095,1,0,350.0
2204,2015-03-01,Startup,https://angel.co/company/moodinnovative-sprl,Brussels,Film,MoodInnovative SPRL,"
Social Movie Recommendation
",110000,1-10,Seed,moodmovie.com,4.794520547945205,22942.857142857145,0,0,5.0
2205,2012-11-01,Startup,https://angel.co/company/moodme-by-mach-3d,Sunnyvale,Face Recognition,MoodMe,"
Personalize Customers experiences with Face Insights and Face AR which respect Privacy
",650000,11-50,Seed,mood-me.com,7.123287671232877,91250.0,0,0,25.0
2206,2012-09-01,Startup,https://angel.co/company/moodyo-1,Sevilla,Mobile Commerce,Moodyo,"
Shop Smarter with the Help of your Peers
",600000,1-10,Seed,moodyo.com,7.2904109589041095,82299.88726042841,0,0,5.0
2207,2013-10-01,Startup,https://angel.co/company/moonfrog-labs,Bengaluru,Mobile Games,Moonfrog Labs,"
",16000000,51-200,Series A,,6.208219178082191,2577228.5966460723,1,1,125.0
2208,2012-01-01,Startup,https://angel.co/company/moontoast,Boston,Mobile Advertising,Moontoast,"
Social Rich Media Platform
",17980000,11-50,Series B,moontoast.com,7.958904109589041,2259104.9913941477,1,1,25.0
2209,2012-11-01,Startup,https://angel.co/company/moovly,Vancouver,Digital,Moovly,"
The #1 platform for the creation of engaging rich multimedia online.
",650000,11-50,Seed,moovly.com,7.123287671232877,91250.0,0,0,25.0
2210,2017-03-01,Startup,https://angel.co/company/moovweb,San Francisco,Optimization,Moovweb,"
Intelligent infrastructure for sub-second websites
",16000000,11-50,,moovweb.com,2.791780821917808,5731108.930323847,1,1,25.0
2211,2013-12-01,Startup,https://angel.co/company/moshcam-2,Sydney,Video Streaming,Moshcam,"
Over 1,000 gigs in your pocket
",2000000,11-50,Seed,moshcam.com,6.041095890410959,331065.7596371882,0,0,25.0
2212,2014-11-01,Startup,https://angel.co/company/motavera,Kansas City,Small and Medium Businesses,Motavera,"
Smart Virtual College Career Fair
",20000,1-10,,motavera.com,5.123287671232877,3903.743315508021,0,0,5.0
2213,2015-04-01,Startup,https://angel.co/company/motispark,Los Angeles,Mental Health,MotiSpark,"
Personalized video nudges that keep people motivated
",225000,1-10,Seed,MotiSpark.com,4.7095890410958905,47774.86910994764,0,0,5.0
2214,2013-07-01,Startup,https://angel.co/company/motion-pick,San Francisco,Location Based Services,Motion Pick,"
Vine for collective video storytelling.
",33000,1-10,Seed,stage.motion-pick.com,6.46027397260274,5108.142493638677,0,0,5.0
2215,2015-05-01,Startup,https://angel.co/company/motion-stride,San Francisco,Mobile Games,Motion Stride,"
Meaningful mobile games that impact the real world.
",200000,1-10,,motionstride.com,4.627397260273972,43220.84073416223,0,0,5.0
2216,2015-02-01,Startup,https://angel.co/company/motiv,San Francisco,Fitness,Motiv,"
Keep Living Better
",15668000,11-50,Series A,mymotiv.com,4.8712328767123285,3216434.1957255346,1,1,25.0
2217,2013-07-01,Startup,https://angel.co/company/motrpart,Delhi,B2B,Motrpart,"
Car Spare Parts Marketplace
",8333,1-10,Seed,motrpart.in,6.46027397260274,1289.8833757421544,0,0,5.0
2218,2015-02-01,Startup,https://angel.co/company/motux,Denver,Location Based Services,MotuX,"
A market for roadways
",50000,1-10,Seed,Website,4.8712328767123285,10264.341957255343,0,0,5.0
2219,2013-11-01,Startup,https://angel.co/company/motyx-1,-,Direct,Motyx,"
Kayak-like price transparency meets grocery products
",1500000,1-10,,saveon-groceries.com,6.123287671232877,244966.44295302013,0,0,5.0
2220,2013-08-01,Startup,https://angel.co/company/move-loot,San Francisco,Shared Services,Move Loot,"
The easiest way to buy and sell used furnishings.
",14300000,51-200,,moveloot.com,6.375342465753425,2243016.7597765364,1,1,125.0
2221,2012-10-01,Startup,https://angel.co/company/moven,New York City,Personal Finance,Moven,"
Moven leverages mobile and social data to re-invent the everyday banking experience.
",24480000,11-50,Series B,moven.com,7.208219178082191,3396123.1470923605,1,1,25.0
2222,2014-05-01,Startup,https://angel.co/company/movero,Austin,Mobile,Movero,"
SaaS for Mobile
",10992300,201-500,-,calero.com,5.627397260273972,1953354.1869522883,1,0,350.0
2223,2013-05-01,Startup,https://angel.co/company/moves,Helsinki,Fitness,Moves,"
Let your phone tell you how much you move
",1600000,1-10,Acquired,moves-app.com,6.627397260273972,241422.07523770153,0,0,5.0
2224,2012-05-01,Startup,https://angel.co/company/movielala,San Francisco,Film,MovieLaLa,"
Making Hollywood Yours
",2150000,1-10,,MovieLaLa.com,7.627397260273972,281878.591954023,1,0,5.0
2225,2013-10-01,Startup,https://angel.co/company/moviepass,New York City,Film,MoviePass,"
A Subscription Service for Movie Theaters
",12245000,1-10,Series A,moviepass.com,6.208219178082191,1972385.2603706974,1,1,5.0
2226,2013-04-01,Startup,https://angel.co/company/movigo,San Francisco,Location Based Services,Movigo,"
The Rides-Comparison Mobile App
",50000,1-10,Seed,movigo.com,6.7095890410958905,7452.02123315639,0,0,5.0
2227,2013-09-01,Startup,https://angel.co/company/movile,-,Mobile Commerce,Movile,"
We make life better through our Apps
",128000000,1001-5000,Series G,movile.com,6.2904109589041095,20348432.05574913,1,1,3000.0
2228,2013-10-01,Startup,https://angel.co/company/moz,Seattle,Semantic Search,Moz,"
Better Marketing
",29250000,51-200,Series C,moz.com,6.208219178082191,4711496.028243601,1,1,125.0
2229,2015-07-01,Startup,https://angel.co/company/mulesoft,San Francisco,Data Integration,MuleSoft,"
Connect anything. Change everything.
",258500000,501-1000,,mulesoft.com,4.46027397260274,57956081.081081085,1,1,750.0
2230,2011-02-01,Startup,https://angel.co/company/munchery,San Francisco,Hospitality,Munchery,"
Wholesome Meals in a Snap
",117210000,51-200,Series C,munchery.com,8.873972602739727,13208289.595554182,1,1,125.0
2231,2013-10-01,Startup,https://angel.co/company/museotainment,Berlin,Mobile,Museotainment,"
PacMan & Indiana Jones meet Louvre
",81000,1-10,,museotainment.de,6.208219178082191,13047.219770520742,0,0,5.0
2232,2012-11-01,Startup,https://angel.co/company/musicfellas,Delhi,Independent Music,Musicfellas,"
Social, indie music discovery
",20000,1-10,Seed,musicfellas.com,7.123287671232877,2807.6923076923076,0,0,5.0
2233,2011-11-01,Startup,https://angel.co/company/musixmatch,Bologna,Apps,Musixmatch,"
The Music AI Platform featuring the world's Largest Lyrics DB
",9400000,51-200,Closed,musixmatch.com,8.126027397260273,1156776.8037761296,1,0,125.0
2234,2013-05-01,Startup,https://angel.co/company/musopia,Finland,Mobile Games,Musopia,"
Music app developer that triples the musical instrument market.
",1251000,1-10,Seed,musopia.net,6.627397260273972,188761.8850764779,0,0,5.0
2235,2013-06-01,Startup,https://angel.co/company/mustbin,Boston,Productivity Software,MustBin,"
A new way to capture and organize your most vital information.
",7400000,1-10,Acquired,mustbin.com,6.542465753424658,1131072.02680067,1,0,5.0
2236,2013-10-01,Startup,https://angel.co/company/musthavemenus,Ashland,Restaurants,MustHaveMenus,"
Ensuring the freshness of the world's menu data.
",1450000,11-50,-,musthavemenus.com,6.208219178082191,233561.34157105032,0,0,25.0
2237,2014-03-01,Startup,https://angel.co/company/musthaver,Moscow,Reviews and Recommendations,Musthaver,"
A social product tool that helps you find&share the must-have items in your life
",100000,1-10,Seed,musthaver.com,5.794520547945205,17257.683215130026,0,0,5.0
2238,2016-03-01,Startup,https://angel.co/company/muvme,San Francisco Bay Area,Sharing Economy,MuvMe,"
Entrepreneur's carsharing total solution.  
",25000,,Seed,muvmeinc.com,3.791780821917808,6593.208092485549,0,0,
2239,2013-02-01,Startup,https://angel.co/company/muzeek,Sydney,B2B,Muzeek,"
Beautiful technology for the live music industry
",250000,1-10,Seed,muzeek.com,6.8712328767123285,36383.57256778309,0,0,5.0
2240,2013-04-01,Startup,https://angel.co/company/my-study-rewards,Washington DC,Mobile Advertising,My Study Rewards,"
Tangible rewards for academic achievement.
",12000,1-10,,mystudyrewards.com,6.7095890410958905,1788.4850959575338,0,0,5.0
2241,2013-12-01,Startup,https://angel.co/company/mybeautymatches-com,London,Beauty,MyBeautyMatches,"
Beauty Shopping Made Personal
",300000,1-10,,mybeautymatches.com,6.041095890410959,49659.86394557823,0,0,5.0
2242,2013-11-01,Startup,https://angel.co/company/mychild-2,Chicago,SaaS,MyChild,"
Parent engagement system for Early Education
",260000,11-50,,mychildnow.com,6.123287671232877,42460.850111856824,0,0,25.0
2243,2012-03-01,Startup,https://angel.co/company/mydiem,San Francisco,Online Scheduling,MyDiem,"
Scheduling and collaboration made easy using one platform for all groups.
",300000,1-10,Seed,mydiem.com,7.794520547945205,38488.57644991213,0,0,5.0
2244,2012-04-01,Startup,https://angel.co/company/myfitnesspal,San Francisco,Fitness,MyFitnessPal,"
Nutrition and fitness tracking
",18000000,51-200,Acquired,myfitnesspal.com,7.7095890410958905,2334754.7974413647,1,1,125.0
2245,2013-03-01,Startup,https://angel.co/company/elamysluotain,Espoo,Mobile Commerce,MyKontiki / Elämysluotain,"
MyKontiki - local adventures community.
",60000,1-10,Seed,mykontiki.com,6.794520547945205,8830.645161290324,0,0,5.0
2246,2013-10-01,Startup,https://angel.co/company/mymundus,Vienna,Social Bookmarking,MyMundus,"
Evernote without taking notes
",55000,1-10,Seed,mymundus.com,6.208219178082191,8859.223300970874,0,0,5.0
2247,2012-10-01,Startup,https://angel.co/company/mypermissions,Tel Aviv-Yafo,Personal Data,MyPermissions,"
The leader in app privacy protection
",1600000,1-10,Seed,mypermissions.com,7.208219178082191,221968.83314329153,0,0,5.0
2248,2013-12-01,Startup,https://angel.co/company/myrooms,Salt Lake City,Mobile Advertising,MyRooms,"
Mobile 3D social network making it easier to capture, create, share and group your content
",1500000,1-10,Series A,myrooms.com,6.041095890410959,248299.31972789115,0,0,5.0
2249,2011-10-01,Startup,https://angel.co/company/myteamvoice,Ukraine,Mobile Games,MyTeamVoice,"
MyTeamVoice is group voice communication service for Online Multiplayer Games
",400000,11-50,Seed,myteamvoice.com,8.210958904109589,48715.382048715386,0,0,25.0
2250,2012-09-01,Startup,https://angel.co/company/myvr,San Francisco,Vacation Rentals,MyVR,"
Open platform for the vacation rental industry (YC W12)
",7500000,11-50,Series A,MyVR.com,7.2904109589041095,1028748.5907553552,1,0,25.0
2251,2013-03-01,Startup,https://angel.co/company/myasystems,San Francisco,Human Resources,Mya Systems,"
The leading conversational AI platform for hiring teams
",29400000,51-200,Series B,hiremya.com,6.794520547945205,4327016.129032258,1,1,125.0
2252,2014-02-01,Startup,https://angel.co/company/myhomepayge,New York City,Insurance,Myhomepayge,"
Apartment Living. Online.
",1750000,1-10,Seed,myhomepayge.com,5.8712328767123285,298063.4624358376,0,0,5.0
2253,2016-01-01,Startup,https://angel.co/company/mylestone,Boston,Consumer,Mylestone,"
Your memories made easily accessible on virtual assistants, like Amazon's Echo.
",2500000,11-50,Seed,mylestone.com,3.956164383561644,631925.2077562327,1,0,25.0
2254,2013-01-01,Startup,https://angel.co/company/myze,Tel Aviv-Yafo,Discounts,Myze,"
Optimizing the way consumers shop online 
",95000,1-10,Seed,myze.co,6.956164383561644,13656.951555730602,0,0,5.0
2255,2014-01-01,Startup,https://angel.co/company/n3twork-1,San Francisco,Mobile Games,N3TWORK,"
Next Generation Mobile Games
",12000000,11-50,Series A,n3twork.com,5.956164383561644,2014719.411223551,1,0,25.0
2256,2013-10-01,Startup,https://angel.co/company/netxtudio,Cape Verde,B2B,NETXTUDIO,"
CONCRETE JUNGLE BY NETXTUDIO  
",10000,1-10,Seed,netxtudio.com,6.208219178082191,1610.7678729037953,0,0,5.0
2257,2014-03-01,Startup,https://angel.co/company/newsreps-1,Stockholm,PaaS,NEWSREPS,"
The App Based News Network
",170000,1-10,,newsreps.com,5.794520547945205,29338.061465721043,0,0,5.0
2258,2011-12-01,Startup,https://angel.co/company/nmrkt,New York City,Lead Generation,NMRKT,"
Audience Purchase Intent Data for Publishers (Techstars Austin '14)
",168000,1-10,Acquired,nmrkt.com,8.043835616438356,20885.558583106267,0,0,5.0
2259,2016-07-01,Startup,https://angel.co/company/nocd-1,Chicago,,NOCD,"
NOCD is an app that helps people with OCD worry less and live more.
",5000000,11-50,Series A,treatmyocd.com,3.4575342465753423,1446117.2741679875,1,0,25.0
2260,2016-02-01,Startup,https://angel.co/company/ns8,Las Vegas,Fraud Detection,NS8,"
Fraud, Abuse & User Experience Protection
",8625000,51-200,Seed,ns8.com,3.871232876712329,2227972.399150743,1,0,125.0
2261,2013-09-01,Startup,https://angel.co/company/nabzem,Los Angeles,Online Video Advertising,Nabzem,"
Video Marketplace - Discover, Learn and Connect via interactive video
",100000,1-10,Seed,nabzem.com,6.2904109589041095,15897.212543554007,0,0,5.0
2262,2015-02-01,Startup,https://angel.co/company/naked-labs,Redwood City,Fitness,Naked Labs,"
The World's First Home Body Scanner
",14000000,11-50,Series A,nakedlabs.com,4.8712328767123285,2874015.748031496,1,1,25.0
2263,2012-01-01,Startup,https://angel.co/company/nanigans,Boston,Performance,Nanigans,"
Advertising automation software
",33000000,201-500,Series B,nanigans.com,7.958904109589041,4146299.4836488813,1,1,350.0
2264,2016-11-01,Startup,https://angel.co/company/nanonets,San Francisco,Big Data,Nanonets,"
Machine Learning as a Service for Developers
",1620000,11-50,Seed,nanonets.com,3.1205479452054794,519139.59613696224,0,0,25.0
2265,2013-02-01,Startup,https://angel.co/company/nanoogo,Irvine,Kids,Nanoogo,"
The coolest creation platform for kids
",150000,1-10,-,nanoogo.com,6.8712328767123285,21830.14354066986,0,0,5.0
2266,2012-04-01,Startup,https://angel.co/company/narrable,Tulsa,Audio,Narrable,"
Context Through Voice
",165000,1-10,Seed,narrable.com,7.7095890410958905,21401.918976545843,0,0,5.0
2267,2012-11-01,Startup,https://angel.co/company/narrative-2,Linköping,Consumer Electronics,Narrative,"
A photographic memory for everyone.
",12225000,1-10,Series B,getnarrative.com,7.123287671232877,1716201.923076923,1,1,5.0
2268,2014-01-01,Startup,https://angel.co/company/narrativedx,Austin,Hospitals,NarrativeDx,"
The AI platform for Patient Experience Improvement
",1250000,11-50,Seed,narrativedx.com,5.956164383561644,209866.60533578656,0,0,25.0
2269,2015-12-01,Startup,https://angel.co/company/narrativewave,Scottsdale,Industrial Automation,NarrativeWave,"
Self-service analytics for the Industrial Internet of Things
",4926910,11-50,Seed,narrativewave.com,4.041095890410959,1219201.4576271188,1,0,25.0
2270,2014-03-01,Startup,https://angel.co/company/narvar,San Francisco,Supply Chain Management,Narvar,"
Enterprise-grade post-purchase platform
",64000000,51-200,Series C,narvar.com,5.794520547945205,11044917.257683216,1,1,125.0
2271,2012-10-01,Startup,https://angel.co/company/national-produce-exchange-1,Los Angeles,Logistics,National Produce Exchange,"
A Long Tail with Integrated 3PL for the Annual $315+ Billion Dollar Agricultural Industry
",500000,11-50,Seed,NationalProduceExchange.com,7.208219178082191,69365.2603572786,0,0,25.0
2272,2013-06-01,Startup,https://angel.co/company/naturebox,Redwood City,Subscription Businesses,NatureBox,"
Personalized food e-commerce; We make good food delicious
",58500000,51-200,Series C,naturebox.com,6.542465753424658,8941582.914572865,1,1,125.0
2273,2012-03-01,Startup,https://angel.co/company/navabi,Aachen,Fashion,Navabi,"
",28002500,11-50,,navabi.com,7.794520547945205,3592587.8734622146,1,1,25.0
2274,2015-01-01,Startup,https://angel.co/company/navdy,San Francisco,Consumer Electronics,Navdy,"
The world’s first device for your car to let you Look Forward while Staying Connected.
",41500000,51-200,,navdy.com,4.956164383561644,8373410.7241569925,1,1,125.0
2275,2015-09-01,Startup,https://angel.co/company/navialifecare,Delhi,Mobile Health,Navia Life Care,"
AI-enabled voice assistant for doctors
",160000,11-50,Seed,navialifecare.com,4.2904109589041095,37292.46487867177,0,0,25.0
2276,2015-07-01,Startup,https://angel.co/company/near-infrared-imaging,Wrentham,Healthcare,Near Infrared Imaging,"
Vein illumination and visualization
",800000,-,Seed,nearinfraredimaging.com,4.46027397260274,179361.17936117935,0,0,
2277,2012-01-01,Startup,https://angel.co/company/nearwoo,Santa Monica,Mobile Advertising,NearWoo,"
Rocket fuel for mobile. 
",1200000,11-50,-,nearwoo.com,7.958904109589041,150774.52667814112,0,0,25.0
2278,2012-06-01,Startup,https://angel.co/company/nearpod,Miami,K-12 Education,Nearpod,"
Instructional tool, assessment tool & digital content for the K-12 classroom.
",10700000,51-200,Series A,nearpod.com,7.542465753424658,1418634.2172175809,1,0,125.0
2279,2011-08-01,Startup,https://angel.co/company/nectar-online-media,Dallas,Email,Nectar Online Media,"
The Easiest Marketing Personalization Suite, Period.
",650000,11-50,-,nectarom.com,8.378082191780821,77583.3878351864,0,0,25.0
2280,2014-06-01,Startup,https://angel.co/company/need-fixed-parts,St. Louis,Consumer Electronics,Need Fixed Parts,"
Wholesale Distributor of Cell Phone Repair Parts
",100000,1-10,Closed,needfixedparts.com,5.542465753424658,18042.511122095897,0,0,5.0
2281,2012-09-01,Startup,https://angel.co/company/neighborly,San Francisco,Impact Investing,Neighborly,"
Connect communities and capital 
",30500000,11-50,Series A,neighborly.com,7.2904109589041095,4183577.602405111,1,1,25.0
2282,2014-03-01,Startup,https://angel.co/company/nektria,Barcelona,Mobility,Nektria,"
On Demand Delivery
",2919661,11-50,,nektria.com,5.794520547945205,503865.84633569745,1,0,25.0
2283,2014-04-01,Startup,https://angel.co/company/neoreach,San Francisco,Social Media,NeoReach,"
Influencer Marketing Software For Big Brands
",3200000,11-50,Seed,neoreach.com,5.7095890410958905,560460.6525911709,1,0,25.0
2284,2012-03-01,Startup,https://angel.co/company/neonmob,San Francisco,,NeonMob,"
A marketplace for collectors and creators of digital art.
",2000000,1-10,Seed,neonmob.com,7.794520547945205,256590.50966608085,0,0,5.0
2285,2012-01-01,Startup,https://angel.co/company/nephoscale-1,San Jose,Cloud Management,NephoScale,"
The only turn-key service-provider-grade OpenStack-based software solution on the market
",1000000,11-50,-,nephoscale.com,7.958904109589041,125645.43889845094,0,0,25.0
2286,2012-04-01,Startup,https://angel.co/company/neptunide,Poland,Developer Tools,NeptunIDE,"
New way of PHP Development
",160200,-,Seed,neptunide.com,7.7095890410958905,20779.317697228144,0,0,
2287,2014-03-01,Startup,https://angel.co/company/nerdwallet,San Francisco,Personal Finance,NerdWallet,"
Your go-to resource for making smart financial decisions.
",69000000,201-500,Series A,nerdwallet.com,5.794520547945205,11907801.418439718,1,1,350.0
2288,2013-07-01,Startup,https://angel.co/company/nessos-m-brace-the-cloud,Athens,Risk Management,Nessos/{m}brace the cloud,"
A big data framework (like Hadoop) for private and public clouds
",500000,1-10,Seed,m-brace.net,6.46027397260274,77396.0983884648,0,0,5.0
2289,2017-08-01,Startup,https://angel.co/company/netlify,San Francisco,Web Development,Netlify,"
The toolset for the modern web.
",16235000,11-50,Series A,netlify.com,2.372602739726027,6842696.304849885,1,1,25.0
2290,2013-01-01,Startup,https://angel.co/company/netpulse,San Francisco,Fitness,Netpulse,"
Branded mobile apps for health clubs
",39300000,51-200,Series D,netpulse.com,6.956164383561644,5649665.2225285545,1,1,125.0
2291,2015-10-01,Startup,https://angel.co/company/netskope,Santa Clara,Enterprise Security,Netskope,"
Cloud with Confidence 
",399699980,501-1000,Series F,netskope.com,4.208219178082191,94980789.51822917,1,1,750.0
2292,2011-12-01,Startup,https://angel.co/company/networked-organisms-llc,New York City,Location Based Services,Networked Organisms,"
An award-winning educational technology joint venture with National Geographic.
",955000,1-10,Acquired,specialist.design,8.043835616438356,118724.45504087194,0,0,5.0
2293,2015-09-01,Startup,https://angel.co/company/neumob,Sunnyvale,Sass,Neumob,"
Speed Up Mobile Apps, Reduce Errors and Boost Conversions
",10900000,11-50,Series A,neumob.com,4.2904109589041095,2540549.1698595146,1,0,25.0
2294,2013-03-01,Startup,https://angel.co/company/neuro-1,Durham,Neuroscience,NeuroPlus,"
Improving cognition with brain-sensing technology
",1325000,1-10,Seed,neuropl.us,6.794520547945205,195010.0806451613,0,0,5.0
2295,2015-09-01,Startup,https://angel.co/company/neurogenica,Palo Alto,Neuroscience,Neurogenica,"
Systems Biology and genomics let us design curative treatments for Alzheimer's Disease
",2500000,1-10,Seed,neuro-genica.com,4.2904109589041095,582694.7637292464,1,0,5.0
2296,2015-02-01,Startup,https://angel.co/company/neuron-gym-2,Gurgaon,Brain Health,Neuron Gym,"
Brain Fitness for everyone
",25000,1-10,Seed,neurongym.com,4.8712328767123285,5132.1709786276715,0,0,5.0
2297,2013-05-01,Startup,https://angel.co/company/neverware,New York City,Startups,Neverware,"
CloudReady puts Chromium OS on any computer
",5200000,11-50,-,neverware.com,6.627397260273972,784621.74452253,1,0,25.0
2298,2012-05-01,Startup,https://angel.co/company/new-avenue,Emeryville,Home Renovation,New Avenue,"
Architects and contractors you can trust. Kaiser for remodeling and building
",611000,51-200,Seed,newavenuehomes.com,7.627397260273972,80105.96264367817,0,0,125.0
2299,2013-02-01,Startup,https://angel.co/company/new-relic,San Francisco,SaaS,New Relic,"
Software makes the world run. New Relic makes the software run.
",214500000,1-10,,newrelic.com,6.8712328767123285,31217105.263157897,1,1,5.0
2300,2011-08-01,Startup,https://angel.co/company/newhound,Southern California,Mobile Advertising,NewHound,"
We help businesses acquire and understand local customers
",1500000,1-10,Seed,NewHound.com,8.378082191780821,179038.58731196861,0,0,5.0
2301,2015-12-01,Startup,https://angel.co/company/newstore,Boston,Mobile Commerce,NewStore,"
The Mobile Retail Platform
",80000000,51-200,Series A,newstore.com,4.041095890410959,19796610.169491526,1,1,125.0
2302,2013-03-01,Startup,https://angel.co/company/newtopia,Toronto,Corporate Wellness,Newtopia,"
Inspiring individuals to live healthier everyday
",5000000,51-200,Seed,newtopia.com,6.794520547945205,735887.0967741936,1,0,125.0
2303,2013-04-01,Startup,https://angel.co/company/newzmate-inc,Kiev,Email,Newzmate,"
marketing intelligence platform for news organizations
",365000,1-10,Seed,traq.li,6.7095890410958905,54399.755002041646,0,0,5.0
2304,2011-06-01,Startup,https://angel.co/company/nexmo,San Francisco,Messaging,Nexmo,"
Communication for every app
",251830000,51-200,Acquired,nexmo.com,8.545205479452054,29470327.02789356,1,1,125.0
2305,2015-01-01,Startup,https://angel.co/company/nextdottech,San Francisco,Technology,Next Tech,"
Helping you build what's next in tech.
",1100000,11-50,Seed,next.tech,4.956164383561644,221945.82642343835,0,0,25.0
2306,2015-06-01,Startup,https://angel.co/company/nextdeavor,Santa Monica,Temporary Staffing,NextDeavor,"
Transforming, Automating, and Optimizing the Talent Industry with Analytics
",100000,1-10,Seed,nextdeavor.com,4.542465753424658,22014.47527141134,0,0,5.0
2307,2012-07-01,Startup,https://angel.co/company/nextgxdx,Nashville,Genetic Testing,NextGxDx,"
Genetics marketplace for docs
",3949029,1-10,Series B,nextgxdx.com,7.46027397260274,529341.0154241645,1,0,5.0
2308,2011-10-01,Startup,https://angel.co/company/nextprinciples,Silicon Valley,Social CRM,NextPrinciples,"
Bridging the worlds of Social Media and CRM
",3150000,1-10,Acquired,nextprinciples.com,8.210958904109589,383633.63363363367,1,0,5.0
2309,2012-08-01,Startup,https://angel.co/company/nextdoor,San Francisco,Private Social Networking,Nextdoor,"
The private social network for your neighborhood.
",333200000,201-500,Series G,nextdoor.com,7.375342465753425,45177563.150074296,1,1,350.0
2310,2016-07-01,Startup,https://angel.co/company/nextwin-1,Roma,Fantasy Sports,Nextwin,"
Social Betting Network
",333675,1-10,Seed,nextwin.com,3.4575342465753423,96506.63629160063,0,0,5.0
2311,2015-08-01,Startup,https://angel.co/company/niantic,Seattle,Location Based Services,Niantic,"
Augmented reality platform for current and future generations
",470000000,201-500,Series C,nianticlabs.com,4.375342465753425,107420162.80525985,1,1,350.0
2312,2013-09-01,Startup,https://angel.co/company/niche-1,New York City,Social Media,Niche,"
All the world's creators, in one place.
",2500000,11-50,Seed,niche.us,6.2904109589041095,397430.3135888502,1,0,25.0
2313,2013-12-01,Startup,https://angel.co/company/niche-video-media,Atlanta,Video Streaming,Niche Video Media,"
Secure YouTube for the enterprise
",240000,11-50,Seed,nichevid.com,6.041095890410959,39727.89115646259,0,0,25.0
2314,2013-11-01,Startup,https://angel.co/company/night-up,New York City,Mobile Commerce,Night Up,"
Uber for Nightlife.
",500000,11-50,Seed,nightuplife.com,6.123287671232877,81655.48098434004,0,0,25.0
2315,2012-04-01,Startup,https://angel.co/company/night-zookeeper,London,Mobile Games,Night Zookeeper,"
Discover and Create Magical Animals
",1293858,1-10,,nightzookeeper.com,7.7095890410958905,167824.50959488272,0,0,5.0
2316,2012-08-01,Startup,https://angel.co/company/nightpro,Miami,Hospitality,NightPro,"
OpenTable for Nightlife
",120000,1-10,Acquired,nightpro.co,7.375342465753425,16270.430906389302,0,0,5.0
2317,2015-03-01,Startup,https://angel.co/company/nightadvisor,Munich,Nightlife,Nightadvisor,"
Local social discovery radar for nightlife
",194250,1-10,Seed,nightadvisor.com,4.794520547945205,40515.0,0,0,5.0
2318,2013-08-01,Startup,https://angel.co/company/nimalabs,San Francisco,Health and Wellness,Nima,"
trust your food 
",17200000,11-50,Series A,nimasensor.com,6.375342465753425,2697894.2844864633,1,1,25.0
2319,2011-11-01,Startup,https://angel.co/company/nimble,Santa Monica,Social CRM,Nimble,"
Smarter Relationship Management. Nimble transforms who you know into how you grow.
",3000000,11-50,Seed,nimble.com,8.126027397260273,369184.08631153073,1,0,25.0
2320,2011-06-01,Startup,https://angel.co/company/nimblecommerce,Santa Clara,SaaS,NimbleCommerce,"
Network-Powered e-Commerce
",8700000,51-200,Series A,nimblecommerce.com,8.545205479452054,1018114.7803783264,1,0,125.0
2321,2016-02-01,Startup,https://angel.co/company/ninjacart,Bengaluru,B2B,Ninjacart,"
B2B Supply Chain Platform for Food Products
",148200000,1001-5000,Series C,ninjacart.in,3.871232876712329,38282377.91932059,1,1,3000.0
2322,2016-02-01,Startup,https://angel.co/company/nirmidas-biotech,Palo Alto,Diagnostics,Nirmidas Biotech,"
",7000000,1-10,Series A,nirmidas.com,3.871232876712329,1808209.483368719,1,0,5.0
2323,2012-05-01,Startup,https://angel.co/company/nitrous,Silicon Valley,PaaS,Nitrous,"
Lightning Fast Development Environments in the Cloud
",7650000,11-50,Series A,nitrous.io,7.627397260273972,1002963.3620689656,1,0,25.0
2324,2017-05-01,Startup,https://angel.co/company/no-isolation,Amsterdam,Robotics,No Isolation,"
We create tailored communication tools to put an end to loneliness.
",2800000,51-200,Seed,noisolation.com,2.6246575342465754,1066805.8455114823,1,0,125.0
2325,2016-12-01,Startup,https://angel.co/company/nomoonstudio,Boulder,Digital Entertainment,No Moon,"
Video Games for emergent technologies
",10000,1-10,Seed,nomoon.io,3.0383561643835617,3291.2533814247067,0,0,5.0
2326,2014-07-01,Startup,https://angel.co/company/noble-brewer,Oakland,Subscription Businesses,Noble Brewer,"
Democratizing craft beer
",500000,1-10,Seed,NobleBrewer.com,5.46027397260274,91570.49673858505,0,0,5.0
2327,2013-02-01,Startup,https://angel.co/company/nomi,New York City,Retail Technology,Nomi,"
Helping retailers bridge the gap between online and offline
",41000000,11-50,Series B,nomi.com,6.8712328767123285,5966905.901116428,1,1,25.0
